0,3655.32,367.49
1,4115.37,566.72
2,4113.15,850.04
3,3878.44,1044.01
4,3844.02,1389.27
5,3914.63,1505.66
6,3735.62,1693.38
7,3817.86,1829.04
8,3727.95,1980.47
9,3891.03,2717.98
10,3958.65,2561.44
11,3827.59,2615.05
12,3868.12,3092.81
13,3830.14,2972.32
14,4183.74,3147.83
15,3955.32,3168.39
16,3935.25,3297.26
17,5003.76,4062.45
18,6822.35,6234.96
19,1768.93,4149.76
20,1543.21,4247.32
21,1553.19,4812.14
22,1500.36,4729.57
23,1691.03,5435.6
24,1559.01,5465.5
25,1527.85,6452.5
26,1476.71,5108.72
27,1546.25,5774.7
28,1596.42,5569.84
29,1814.2,5866.85
30,1600.05,6082.92
31,1440.64,6774.93
32,1496.95,6720.48
33,1920.25,5870.48
34,1779.97,7167.82
35,1754.2,6640.18
36,1872.98,7299.37
37,2882.3,7715.59
38,1660.95,8424.75
39,1601.33,8019.34
40,1525.59,8217.04
41,1636.98,8392.16
42,1772.21,8353.32
43,1559.9,9430.94
44,1670.22,8551.69
45,1645.37,9334.32
46,1522.98,9046.63
47,1559.53,10274.1
48,1780.95,9869.43
49,1826.93,9349.98
50,1812.12,10142.7
51,3717.84,10741.5
52,1710.54,12123.8
53,1513.45,10187.8
54,1951.74,11798.2
55,1547.84,11974.9
56,1570,10469.2
57,1651.43,11721.8
58,1494.77,11873.7
59,1543.53,11547.5
60,1746.29,12819
61,1750.23,12570.9
62,2638.87,13186.1
63,1679.69,13370.8
64,1672.95,13354.1
65,1720.46,13217.2
66,1598.17,12718.5
67,1523.91,13723.8
68,1688.36,13644.5
69,1544.13,13588.3
70,1835.46,12516.9
71,1805.3,15226.2
72,2515.69,13399.2
73,1623.15,15018.8
74,1553.68,16248.4
75,1760.4,15237.6
76,1509.43,17149
77,1623.19,16348.8
78,1620.07,13075.7
79,1559.27,16561.3
80,1781.98,15898.8
81,2444.06,16156
82,1693.89,15252.9
83,1605.85,17434
84,1701.92,17556.8
85,1597.47,17104.8
86,1653.47,17057.8
87,1553.61,18445.1
88,1791.58,18579.6
89,2493.81,16420.8
90,1575.59,17582.9
91,1575.02,17427.9
92,1589.13,17838.9
93,1564.09,18084.7
94,1598.01,17932.5
95,1528.79,19924.7
96,1784.49,21397.3
97,2553.29,21522.6
98,1609.25,19491.2
99,1559.48,18120
100,1596.3,19027.3
101,1579.68,18779
102,1621.81,21132.2
103,1779.87,22833.7
104,2619.5,21392.9
105,1732.59,21922.4
106,1556,21151.1
107,1578.49,20616.4
108,1541.46,20685.2
109,1580.65,22377.1
110,1768.47,23905.2
111,2481.84,22664.9
112,1635.01,23513.6
113,1607.86,23519.2
114,1830.78,21249.4
115,1596.73,23047.2
116,1809.88,26440.5
117,2677.55,23005.8
118,1610.4,24670.3
119,1675.91,22893.3
120,1563.08,22948.3
121,1757.53,24177.9
122,1767.88,25490.6
123,2531.85,23718.8
124,1698.06,27298.2
125,1618.88,29556.1
126,1702.84,26240
127,1512.83,27755.6
128,3488.47,27023.7
129,1624.97,24645.5
130,1650.85,25941.5
131,1546.34,26210.5
132,1599.87,23012.9
133,1863.5,25463.5
134,2694.17,27408.8
135,1620.75,22624.6
136,1620.51,31491.5
137,3043.59,28071.7
138,1676.08,27376.8
139,3177.3,28763.6
140,1616.58,27404.9
141,1629.71,25779.1
142,1570.28,31728.6
143,1610.48,31401.1
144,15628.6,28805.2
145,1701.56,27824.1
146,1624.05,29061.2
147,1674.25,27816.1
148,1762,30878.9
149,2464.24,33189.9
150,1690.8,31741.8
151,1667.9,31937.2
152,1637.37,30132.2
153,1768.89,33896.7
154,2449.51,32901.3
155,1584.49,30194.7
156,1591.68,30077.6
157,1602.55,28812.9
158,1751.3,33897.4
159,2460.61,32232.6
160,1634.72,33203.4
161,1613.66,30931
162,1569.52,36251.3
163,1611.93,34625.4
164,2637.12,36418.9
165,1688.26,31541
166,1646.98,35063.4
167,1597.18,34481.4
168,3212.42,37257.4
169,1742.08,32166.8
170,40359.8,134871
171,4124.24,140905
172,17235.6,95750.6
173,28244.4,132247
174,66536.6,40342.6
175,1316.82,34772.6
176,8772.01,34880.6
177,1547.46,35713.7
178,1636.72,39521.5
179,1773.29,35414.1
180,2813.39,37196.4
181,1648.87,38007.5
182,1613.67,41447.3
183,1876.64,36449.2
184,2658.22,36949.2
185,1665.06,35303.2
186,1568.56,37228.3
187,1847.5,40604.7
188,2628.8,35129.1
189,1690.45,37124.2
190,1668.34,39174
191,1762.25,43044.4
192,2586.99,39656.7
193,7167.71,40554.5
194,1763.57,47352.5
195,1593.72,43329.6
196,2689.05,41965.7
197,1708.7,40299.9
198,1806.11,42387.9
199,1946.4,39565.5
200,2783.44,38532.6
201,1758.88,41100
202,1627.67,40140.8
203,1622.6,40023.2
204,2626.06,40847.8
205,1694.83,39392.2
206,1683.45,40782.8
207,1617.42,47640.3
208,2616,40373
209,1834.62,39989.7
210,1780.14,42801.8
211,1851.37,48251.1
212,2663.95,42745.3
213,1596.84,40041.1
214,1742.95,44684.3
215,1884.81,42822.8
216,2679.93,42176.4
217,1667.52,46939.8
218,1689.93,44763.3
219,1781.63,49697.7
220,2727.06,43691.1
221,1665.77,45653.8
222,1691.97,44841.1
223,1770.97,47667.8
224,2598.63,49441.2
225,1741.91,51045
226,1661.47,47999.4
227,2464.7,46521.1
228,1927.14,45683.2
229,1636.12,43670.2
230,1863.7,50059.3
231,2560.45,47167.7
232,1650.3,47066.5
233,1655.84,48216.8
234,3162.49,49258.7
235,1640.28,48544.7
236,1658.25,48552.1
237,2515.46,48727
238,1698.95,47386
239,1615.25,45192.2
240,3221.17,53074.6
241,1638.49,48702.2
242,1644.44,47438.3
243,2641.64,50318.6
244,2774.96,50710.9
245,1593.45,47781.4
246,3521.61,51838.4
247,1680.23,49020
248,1735.17,52687.8
249,3445.16,50168.3
250,1627.15,52377.2
251,1617.93,56280.7
252,2791.74,53790.9
253,1625.48,56485.6
254,1853.06,60512.8
255,2539.6,55527
256,1673.9,57658
257,1675.64,53937
258,2721.89,54171.7
259,1628.84,48700.4
260,1681.1,49043.4
261,2597.44,54997.6
262,1725.33,54404.6
263,1609.17,49428.2
264,2440.46,54352.5
265,1671.06,49204.3
266,1599.93,55350.7
267,2451.52,53688.4
268,1605.93,54238.9
269,1642.57,55500.9
270,2520.23,57098.6
271,1661.25,55510.8
272,1828.11,50698.2
273,2777.59,56326.3
274,1749.23,59352.6
275,1869.08,53530.4
276,2693.69,53997.5
277,1607.76,63026.8
278,1619.4,65253.7
279,3075.61,56377.6
280,1738.5,52298.8
281,1933.31,49783.1
282,2535.47,57721.4
283,1670.72,59046.7
284,1586.78,57487
285,2502.87,61680.6
286,1619.07,60939.4
287,2083.15,55740.5
288,2676.2,60340.3
289,1850.46,62208.4
290,1602.94,61289.7
291,2586,54243.8
292,1747.82,61356.9
293,1697.7,59541.2
294,2439.47,59137.3
295,1551.36,59956.2
296,1822.78,68114.9
297,2469.18,60172.9
298,1685.62,59346.8
299,1570.09,67722.7
300,2450.51,57944.3
301,1701.02,61597.6
302,1603.17,67791.2
303,2441.11,61385.1
304,1690.67,64801.2
305,1645.79,63439.3
306,2635.92,59809.5
307,1651.56,64333.1
308,1557.67,67049.4
309,2449.79,67339.5
310,1751.29,63433.9
311,1814.25,59822.3
312,2346.88,65071.4
313,1625.41,57902.4
314,1519.83,63504.9
315,2523.52,65156.2
316,1628.02,67476.5
317,1592.15,63472.3
318,2505.87,63676.4
319,1561.46,69230.9
320,1672.42,63282
321,2434.07,58886.1
322,1603.01,69530.4
323,1578.9,62419.8
324,2627.55,72005.5
325,1742.91,65392.9
326,2011.55,72930.7
327,2562.81,67090.3
328,1655.33,68458.6
329,1748.66,70068.3
330,2445.74,65104.2
331,1606.62,71037.9
332,1621.97,62926.9
333,2425.65,63499.9
334,1606.95,62486.5
335,1650.95,72231.6
336,2445.68,67733.8
337,1575.51,72468.5
338,2584.46,75071.8
339,1564.04,74117.6
340,2380.59,73275.4
341,1601.02,67215
342,2845.51,62238
343,1610.37,71618.8
344,1797.15,74153.9
345,2465.08,69366.3
346,1812.69,78590.5
347,3118.25,65798.4
348,1594.26,83812
349,2640.27,67251.5
350,1626.29,78866.9
351,2804.07,77524.9
352,1661.28,84234.3
353,2533.54,63613.1
354,1630.53,79089.9
355,1825.06,71873
356,2477.04,78501.7
357,1643.26,78039.1
358,2383.19,74680.6
359,1669.62,66011
360,2944.66,72811.2
361,1933.93,80503.6
362,3044.41,67077.3
363,1929.81,76262
364,2373.76,69106.8
