0,4061.87,96.08,0
1,4972.12,118.96,3
2,4390.87,125.19,0
3,4015.29,71.05,1
4,4148.73,71.2,6
5,4220.05,72.32,4
6,6445.39,187.15,6
7,5435.99,73.11,1
8,5458.08,72.22,8
9,3014.83,75.16,6
10,1305.77,67.98,13
11,2839.41,73.21,8
12,1116.58,76.28,10
13,2813.29,73.19,6
14,1774.96,122.62,10
15,2145.2,126.48,10
16,1954.56,76,5
17,2471.08,71.62,7
18,2799.6,76.42,11
19,1256.99,76.58,13
20,2597.74,75.74,12
21,1596.54,126.08,15
22,1318.62,74.2,18
23,16424.1,196.8,17
24,1047.14,78.64,26
25,967.29,72.68,14
26,1007.46,72.6,19
27,915.97,73.7,16
28,889.24,74.47,21
29,963.34,68.76,14
30,949.17,72.78,21
31,876.89,73.49,18
32,960.31,70.18,17
33,840.06,68.13,13
34,828.16,67.86,16
35,792.92,67.66,23
36,1121.03,73.61,16
37,966.62,75.55,13
38,915.33,74.3,24
39,904.38,73.53,16
40,983.78,196.24,26
41,841.89,68.51,18
42,974.61,73.27,17
43,895.28,72.7,22
44,977.2,68.57,19
45,1011.57,75.69,20
46,915.34,74.79,12
47,1009.11,73.15,17
48,1354.3,75.43,20
49,853.54,73.6,20
50,879.04,75.51,20
51,922.78,75.45,28
52,957.32,77.9,16
53,874.64,74.99,18
54,1026.9,75.17,20
55,970.03,69.09,18
56,3796.38,74.05,29
57,1162.67,78.7,26
58,1123.83,78.1,17
59,2985.66,76.68,17
60,1673.63,75.02,18
61,1437.27,79.01,29
62,11103.4,76.72,19
63,1341.1,80.78,29
64,963.41,77.07,20
65,1153.26,76.16,21
66,1033.1,78.17,22
67,837.2,78.74,20
68,702.83,79.39,19
69,780.89,77.8,15
70,944.46,71.8,19
71,256.13,66.22,21
72,772.69,70.75,24
73,198.92,75.97,21
74,246.89,68.12,22
75,210.4,66.59,14
76,1207.06,76.47,20
77,225.58,72.01,15
78,329.94,76.2,23
79,499.17,70.92,25
80,214.05,68.49,26
81,1016.02,76.63,23
82,219.51,72.87,21
83,1484.44,78.05,24
84,224.3,70.55,20
85,181.88,65.47,19
86,198.69,66.07,21
87,1714.52,76.87,20
88,234.98,70.08,15
89,203.77,199.18,20
90,177.97,64.69,26
91,23622.3,86.98,23
92,394.43,73.94,27
93,225.5,71.65,21
94,411.5,187.86,21
95,1711.7,81.69,13
96,220.96,72.45,29
97,212.19,71.37,19
98,210.02,71.4,15
99,193.11,70.82,23
100,1803.82,79.27,27
101,216.91,72.09,25
102,212.94,71.27,14
103,210.45,70.68,24
104,920.91,82.52,24
105,2007.97,82.25,27
106,223.71,73.77,15
107,1011.83,84.2,17
108,2229.92,84.69,11
109,359.09,76.31,19
110,213.97,71.82,25
111,2604.63,86.41,29
112,1333.36,82.43,29
113,3336.25,86.93,24
114,325.9,75.16,19
115,3213.09,86.07,19
116,818.72,85.48,20
117,2585.3,86.31,15
118,964.38,84.35,28
119,2201.87,86.66,18
120,315.38,76.03,13
121,3197.27,86.04,21
122,251.62,76.07,28
123,2786.69,135.91,21
124,1185.16,85.22,19
125,2909.77,86.07,24
126,854.59,135.27,25
127,1296.66,82.33,23
128,230.76,85.5,22
129,2555.85,84.9,22
130,3813.69,87.65,25
131,1447.33,86.27,24
132,1118.41,126.07,21
133,261.03,76.52,20
134,1174.54,86.73,24
135,380.88,76.29,19
136,208.1,83.63,27
137,682.59,86.54,19
138,263.29,74.88,26
139,1562.33,84.16,23
140,206.41,75.01,16
141,1484.7,86.4,18
142,272.17,77.7,16
143,220.34,74.57,17
144,2881.18,87.04,18
145,260.19,117.74,17
146,1512.81,83.99,12
147,1244.98,204.29,17
148,1070.26,85.99,25
149,234.81,75.86,15
150,1398.71,76.85,26
151,1038.53,79.62,23
152,248.52,70.59,10
153,1149.5,77.98,23
154,1016.59,78.85,29
155,260.85,69.63,20
156,1392.79,86.83,25
157,274.73,77.45,18
158,1329.63,87.31,20
159,229.11,187.14,20
160,1479.72,80.56,25
161,254.28,69.9,22
162,199.46,67.2,19
163,1369.4,81.12,17
164,237.97,70.56,22
165,191.66,67.9,26
166,1389.82,80.3,22
167,243.32,70.45,32
168,176.57,67.54,21
169,1388.12,195.89,21
170,1027.76,83.94,15
171,981.57,87.27,20
172,226.41,76.25,17
173,1712.09,81.5,30
174,208.19,75.99,23
175,210.54,208.79,25
176,1559.16,78.01,22
177,177.52,69.4,25
178,1272.92,81.33,20
179,251.24,70.48,21
180,187.15,69.8,19
181,1671.15,86.66,23
182,224.86,76.47,28
183,212.99,75.94,22
184,2007.19,87.92,21
185,269.96,77.73,20
186,191.14,75.5,20
187,209,73.15,17
188,1783.23,84.32,21
189,336.69,72.82,22
190,1703.6,88.06,20
191,281.08,80.55,24
192,231.91,75.36,28
193,1542.09,89.79,18
194,270.04,79.4,18
195,1436.01,83.94,24
196,255.25,72.05,25
197,1216.79,83.32,23
198,304.71,72.96,23
199,1462.97,91.62,19
200,247.25,82.09,25
201,240.1,78.51,25
202,1561.36,84.65,23
203,235.61,78.44,18
204,1437.15,90.47,33
205,428.28,76.27,27
206,1392.37,93.39,21
207,283.89,84.03,21
208,232.41,92.64,18
209,391.71,80.44,23
210,246.99,89.3,20
211,346.58,79.23,24
212,222.85,92.9,26
213,313.11,80.55,18
214,244.19,75.59,26
215,1822.41,83.82,18
216,603.35,89.47,21
217,1361.17,84.63,21
218,217.12,83.95,16
219,342.73,72.25,30
220,212.3,72.85,19
221,1334.37,77.88,26
222,216.14,71.52,19
223,1482.76,89.88,20
224,255.1,77,21
225,1539.59,91.94,21
226,272.84,77.19,16
227,209.68,77.59,28
228,1509.84,89.19,25
229,286.24,84.77,24
230,1419.03,94.72,26
231,295.98,87.36,25
232,1319.84,94.46,15
233,315.32,85.03,19
234,1292.65,101.07,29
235,306.67,83.05,20
236,1501.61,86.91,27
237,254.8,78.52,20
238,217.93,75.03,25
239,1420.09,93.77,22
240,293.98,79.69,14
241,200.99,75.82,17
242,1465.75,82.7,18
243,226.1,73.7,29
244,1450.7,99.39,20
245,269.84,83.28,26
246,250.57,82.87,22
247,1607.95,89.93,10
248,242.92,81.48,19
249,1533.66,221.05,20
250,256.45,90.47,20
251,1284.65,89.45,18
252,1165.8,98.52,20
253,1438.64,94.37,17
254,273.69,84.63,19
255,1197.72,93.05,23
256,1625.33,282.86,27
257,320.04,83.12,21
258,1557.48,214.17,21
259,259.11,88.67,30
260,1377.6,94,22
261,394.96,85.74,21
262,1634.02,99.93,24
263,292.66,89.78,23
264,224.88,212.57,20
265,457.06,83.94,18
266,1193.57,91.64,20
267,298.79,90.3,19
268,1275.7,86.97,15
269,1118.73,90,25
270,268.92,84.04,25
271,1275.52,87.94,29
272,1294.74,100.41,30
273,272.12,87.67,23
274,1535.69,90.94,14
275,268.57,83.34,20
276,219.54,79.48,24
277,1399.05,241.64,18
278,297.35,90.3,18
279,1325.3,104.63,23
280,286.98,83.08,12
281,1297.02,110.1,27
282,271.82,96.64,29
283,1359.83,108.79,18
284,296.2,88.16,24
285,2215.94,104.59,23
286,1083.21,100.83,21
287,1323.77,107.68,27
288,1178.35,103.45,24
289,1188.54,104.06,15
290,1082.42,106.01,16
291,1038.8,111.46,27
292,1929.23,103.95,16
293,2112.55,98.83,29
294,313.37,343.26,20
295,1243.35,112.03,27
296,978.04,93.87,27
297,1386.44,103.55,20
298,1179.24,98.71,21
299,305.25,92.42,18
300,1258.32,101.23,19
301,1180.36,104.79,22
302,303.44,86.32,27
303,1313.59,101.13,18
304,1167.27,101.13,15
305,272.35,90.79,29
306,1324.56,97.87,29
307,1360.35,95.78,19
308,280.5,87.93,25
309,1312.31,91.57,18
310,252.75,103.63,23
311,349.32,93.67,26
312,1313.94,109.04,27
313,298.98,90.51,31
314,1276.16,110.41,16
315,299.93,209.3,22
316,1284.42,228.67,21
317,1227.4,91.83,23
318,1168,98.71,18
319,1279.37,110.39,20
320,300.28,93.27,20
321,1285.48,93.94,21
322,1181.81,109.88,30
323,274.26,97.47,23
324,1267.12,101.57,16
325,1554.41,102.13,18
326,1025.71,103.67,22
327,1027.57,106.24,24
328,970.05,99.99,27
329,1209.26,100.12,24
330,293.87,98.1,20
331,1238.47,90.42,23
332,1176.43,103.03,23
333,994.49,102.15,18
334,1328.02,117.7,28
335,293.35,100.79,23
336,1282.66,95.13,23
337,1429.15,105.46,22
338,1191.92,112.12,20
339,1081.78,112.66,16
340,1325.88,101.12,25
341,992.46,102.77,23
342,988.21,96.38,17
343,1127.69,113.45,15
344,1136.35,110.67,15
345,1409.44,108.74,15
346,268.54,107.76,24
347,1593.44,104.58,30
348,271.87,96.5,25
349,1237.32,109.91,14
350,1071.05,106.02,21
351,253.69,88.59,20
352,1221.85,87.54,20
353,1073.85,106.55,24
354,1195.39,119.29,28
355,1052.46,228.07,22
356,1338.83,86.86,16
357,1221.86,101.77,14
358,1046.58,91.89,23
359,865.63,104.03,23
360,708.66,92.13,24
361,1077.87,222.04,24
362,1122.88,119.83,16
363,274.62,102.47,25
364,1060.45,339.42,20
365,898.6,100.83,25
366,856.4,116.22,17
367,304.12,94.58,20
368,936.84,111.3,20
369,1081.58,227.24,15
370,284.3,102.12,23
371,1029.77,98.32,28
372,800.02,102.03,30
373,781.86,103.11,22
374,874.59,110.46,19
375,867.4,115.77,20
376,989.02,115.19,13
377,751.48,266.43,13
378,590.59,114.6,27
379,854.28,115.14,24
380,774.85,116.15,19
381,788.5,121.76,25
382,775.47,120.3,15
383,739.38,117.75,22
384,292.94,106.68,28
385,287.54,86.61,20
386,239.83,97.97,25
387,1024.22,134.2,20
388,959.59,103.62,16
389,278.92,226.6,25
390,968.15,111.98,16
391,889.23,118.04,23
392,271.79,106.98,16
393,1042.63,116.26,21
394,833.89,109.76,15
395,894.16,235.28,29
396,862.05,566.63,18
397,717.35,107.21,28
398,731.93,109.87,18
399,737.69,110.41,26
