0,3558.35,219.69
1,4308.47,191.44
2,4172.07,205.78
3,4178.22,219.18
4,4040.39,220.02
5,4091.54,238.69
6,5170.55,233.15
7,5694.98,248.23
8,5295.88,191.72
9,5250.06,211.62
10,5381.59,338.6
11,5392.89,262.7
12,5644.08,267.11
13,4978.16,372.3
14,3433.24,223.06
15,1941.75,230.59
16,3251.53,357.12
17,2001.97,383.14
18,3125.53,244.57
19,2950.65,350.08
20,3444.64,247.65
21,3132.86,239.7
22,2978.44,253.84
23,1710.21,300.35
24,2065.68,304.33
25,2061.6,339.41
26,1508.37,247.88
27,3761.65,2350.03
28,2842.29,264.6
29,1192.22,265.71
30,3199.52,260.73
31,2174.68,270.79
32,1807.06,280.54
33,1861.7,254.93
34,1812.47,282.32
35,1880.75,278.23
36,1911.51,273.33
37,1884.72,281.96
38,1828.05,278.37
39,1844.01,268.02
40,1813.68,273.09
41,1906.23,288.91
42,1823.71,290.71
43,1859.16,287.31
44,2165.6,290.41
45,1868.76,295.93
46,1903.49,286.09
47,1853.12,292.94
48,1837.53,310.43
49,1896.02,299.73
50,1821.92,340.05
51,1994.9,406.36
52,1825.43,298.2
53,1959.93,303.61
54,2146.17,306.23
55,1895.43,305.17
56,1968.31,427.93
57,1835.54,300.33
58,2104.72,319.4
59,1839.35,310.68
60,2034.55,312.58
61,2057.44,323.24
62,1881.81,325.85
63,1857.79,317.35
64,1895.37,312.14
65,2080.55,313.22
66,1885.08,314.98
67,1986.88,302.63
68,1967.21,324.77
69,1902.37,315.01
70,2026.46,307
71,2164.75,300.5
72,2118.96,314.84
73,2219.3,458.18
74,2177.31,316.1
75,2387.74,326.88
76,2384.24,327.02
77,3380.49,314.26
78,1931.08,327.29
79,1896.25,331.03
80,1998.83,339.04
81,1894.13,330.26
82,2053.5,327.82
83,2233.05,345.09
84,1969.46,346.75
85,1884.22,342.06
86,1899.35,335.56
87,1967.82,334.68
88,1974.7,325.63
89,1991.26,349.12
90,1999.13,301.06
91,1860.6,343.49
92,2105.77,348.1
93,1950.15,357.04
94,2017.87,346.81
95,1952.1,330.32
96,1824.24,558.02
97,2271.31,328.21
98,1772.49,347.65
99,1956.32,318.7
100,1969.09,315.9
101,2089.88,354.3
102,2373.42,346.47
103,2004.88,326.53
104,2263.13,364.39
105,1969.38,348.9
106,2033.03,345.18
107,1836.2,351.78
108,1898.55,352.76
109,2169.16,340.29
110,2036.78,326.23
111,2019.49,372.59
112,2001.46,334.35
113,2001.43,450.23
114,1915.53,474.51
115,1774.19,599.61
116,1916.18,356.83
117,1926.81,365.16
118,1959.81,362.06
119,1961.46,370.39
120,1925.72,363.41
121,1954.66,344.9
122,1886.34,365.14
123,2381.4,368.67
124,2085.88,358.97
125,2196.5,382
126,3280.21,344.43
127,1972.58,368.45
128,2018.26,362.78
129,1959.32,330.56
130,1752.75,337.12
131,1774.21,345.53
132,2121.78,377.91
133,2133.18,485.65
134,1906.26,482.39
135,2067.08,356.52
136,1951.27,344.8
137,1932.24,370.72
138,2226.78,363.34
139,2060.75,378.42
140,1911.19,404.53
141,2017.77,464.43
142,1990.08,361.78
143,1972.43,369.43
144,2024.05,363.5
145,2313.18,356.62
146,1869.32,371.08
147,1945.99,341.11
148,1977.68,370.31
149,2274.51,384.26
150,1952.78,358.59
151,2055.44,389.37
152,2122.71,379.47
153,1984.21,601.86
154,2024.91,372.36
155,1940.73,372.93
156,1955.93,389.58
157,2081.55,363.22
158,1988.22,392.31
159,1943.22,499.87
160,2037.77,389.96
161,2328.13,363.34
162,2090.83,381.23
163,1997.92,395.95
164,1968.42,391.13
165,1916.1,379.68
166,2057.25,379.78
167,2061.38,497.66
168,1954.67,400.11
169,1919.43,385.15
170,1981.02,405.88
171,1915.71,402.5
172,2018.66,403.52
173,1926.3,387.26
174,3535.6,399.41
175,2018.14,388.42
176,1984.17,417.63
177,1924.16,379.79
178,1971.85,390.32
179,1920.81,402.77
180,1931.28,392.33
181,1967.99,391.23
182,1975.57,387.21
183,2046.84,389.08
184,2026.38,373.54
185,1989.1,388.71
186,1962.93,529.38
187,2344.8,381.58
188,2131.16,363.81
189,1779.14,503.38
190,1931.5,522.36
191,1962.14,400.5
192,2166.2,395.98
193,1985.74,372.02
194,2120.37,403.48
195,1941.98,510.61
196,1784.28,365.33
197,2106.27,404.44
198,2248.34,629.14
199,2196.24,405.73
200,2214.43,1059.68
201,2465.43,518.2
202,2050.06,361.19
203,1898.07,389.13
204,1973.83,388.77
205,1979.3,409.84
206,2098.22,407.53
207,2089,397.48
208,1922.84,408.67
209,2027.8,385.89
210,1917.69,406.63
211,2004.35,433.36
212,2407.36,391.26
213,2068.07,410.46
214,2293.99,409.11
215,2249.4,399.97
216,2059.81,393.58
